method,model_version,prompt_version,reasoning,prior_correction,data_path,split,setup_id,n_boards,correct_square,correct_square_mean,correct_board,correct_board_mean,board_rank,board_rank_mean,first_output_illegal,first_output_illegal_mean,none_legal,none_legal_mean,input_tokens,input_tokens_mean,output_tokens,output_tokens_mean,inference_time,inference_time_mean,cost,cost_mean,n_suggested,n_suggested_mean,effort
cnn,optimised_plus_prior_correction,1,none,true,data/generated/data.csv,test,2026-07-07_091513,7,"[0.703125, 0.703125, 0.75, 0.796875, 0.78125, 0.703125, 0.703125]",0.734375,"[true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[1.875, 2.1410000000032596, 1.937999999994645, 2.2339999999967404, 2.2809999999881256, 1.6720000000059372, 2.062000000005355]",2.0289999999991517,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,optimised_plus_prior_correction,1,none,true,data/generated/data.csv,test,2026-07-07_092310,7,"[0.84375, 0.78125, 0.78125, 0.796875, 0.8125, 0.796875, 0.78125]",0.7991071428571429,"[true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[2.312999999994645, 1.9219999999913853, 1.9060000000026776, 2.0, 1.8130000000091968, 1.6409999999887077, 1.7339999999967404]",1.904142857140479,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,optimised_plus_prior_correction,1,none,true,data/generated/data.csv,test,2026-07-15_191133,5,"[0.703125, 0.703125, 0.71875, 0.765625, 0.734375]",0.725,"[true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null]",,"[null, null, null, null, null]",,"[0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0]",0.0,"[2.625, 2.0159999999887077, 1.5940000000118744, 1.639999999999418, 1.2029999999940628]",1.8155999999988126,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,optimised_plus_prior_correction,1,none,true,data/generated/data.csv,test,2026-07-22_201515,4,"[0.734375, 0.75, 0.78125, 0.796875]",0.765625,"[true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null]",,"[null, null, null, null]",,"[0, 0, 0, 0]",0.0,"[0, 0, 0, 0]",0.0,"[1.4060000000026776, 1.5, 0.9370000000053551, 0.9529999999940628]",1.1990000000005239,"[0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,optimised_plus_prior_correction,1,none,true,data/generated/data.csv,test,2026-07-22_202602,8,"[0.75, 0.765625, 0.765625, 0.75, 0.78125, 0.796875, 0.765625, 0.765625]",0.767578125,"[true, true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0.9839999999967404, 0.9530000000086147, 0.9370000000053551, 0.9839999999967404, 2.1719999999913853, 1.639999999999418, 1.875, 2.0]",1.4431249999997817,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,val,2026-07-09_205328,18,"[0.578125, 0.5625, 0.5625, 0.59375, 0.609375, 0.640625, 0.609375, 0.578125, 0.59375, 0.578125, 0.53125, 0.59375, 0.609375, 0.53125, 0.609375, 0.609375, 0.609375, 0.546875]",0.5859375,"[true, true, false, true, false, false, false, false, false, false, false, false, true, false, false, true, false, false]",0.2777777777777778,"[1.0, 1.0, 0.38095238095238093, 1.0, 0.782608695652174, 0.8260869565217391, 0.64, 0.8518518518518519, 0.9666666666666667, 0.8571428571428572, 0.6111111111111112, 0.9722222222222222, 1.0, 0.9285714285714286, 0.9487179487179487, 1.0, 0.9444444444444444, 0.98]",0.8716875868808236,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.281000000000006, 4.296999999999997, 4.7970000000000255, 4.734999999999957, 5.734000000000037, 5.670999999999992, 5.5470000000000255, 7.406999999999982, 5.875, 10.062999999999988, 18.5, 17.031999999999982, 13.468999999999994, 5.437000000000012, 5.406000000000006, 4.328000000000031, 3.562999999999988, 3.6399999999999864]",7.210111111111112,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,val,2026-07-22_200019,17,"[0.53125, 0.578125, 0.5625, 0.53125, 0.53125, 0.515625, 0.546875, 0.546875, 0.5625, 0.5625, 0.578125, 0.578125, 0.578125, 0.578125, 0.5625, 0.546875, 0.5625]",0.5560661764705882,"[true, false, true, false, false, true, true, false, true, false, false, false, false, false, true, false, true]",0.4117647058823529,"[1.0, 0.75, 1.0, 0.7878787878787878, 0.5111111111111111, 1.0, 1.0, 0.6571428571428571, 1.0, 0.975609756097561, 0.3111111111111111, 0.9333333333333333, 0.8604651162790697, 0.9583333333333334, 1.0, 0.9302325581395349, 1.0]",0.8632481155545118,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[5.0470000000000255, 4.8279999999999745, 4.610000000000014, 5.8910000000000196, 3.7660000000000196, 4.8910000000000196, 4.014999999999986, 4.328000000000031, 11.312999999999988, 7.171999999999969, 5.218999999999994, 4.609999999999957, 4.389999999999986, 4.421999999999969, 4.343999999999994, 4.218999999999994, 4.687999999999988]",5.1619411764705845,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,val,2026-07-22_201154,11,"[0.5, 0.515625, 0.546875, 0.546875, 0.515625, 0.53125, 0.53125, 0.53125, 0.53125, 0.53125, 0.53125]",0.5284090909090909,"[false, false, false, false, false, false, false, true, false, false, false]",0.09090909090909091,"[0.5294117647058824, 0.7777777777777778, 0.6, 0.7560975609756098, 0.6451612903225806, 0.44999999999999996, 0.75, 1.0, 0.6774193548387097, 0.0, 0.24137931034482762]",0.5842951871786716,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[5.2970000000000255, 5.765000000000043, 4.920999999999992, 4.140999999999963, 4.5, 3.5459999999999923, 3.9530000000000314, 4.75, 3.9220000000000255, 3.0780000000000314, 3.7350000000000136]",4.328000000000011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,val,2026-07-22_203121,10,"[0.609375, 0.640625, 0.65625, 0.671875, 0.65625, 0.671875, 0.65625, 0.671875, 0.671875, 0.671875]",0.6578125,"[false, true, false, false, false, true, false, false, false, false]",0.2,"[0.6190476190476191, 1.0, 0.6341463414634146, 0.9705882352941176, 0.85, null, 0.16666666666666663, 0.9696969696969697, 0.29268292682926833, 0.5384615384615384]",0.6712544774955105,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[3.75, 4.125, 3.2649999999999864, 3.8279999999999745, 3.657000000000039, 4.046999999999912, 4.375, 4.094000000000051, 4.2970000000000255, 4.9529999999999745]",4.039099999999996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,val,2026-07-22_203700,18,"[0.625, 0.65625, 0.65625, 0.65625, 0.671875, 0.6875, 0.6875, 0.671875, 0.671875, 0.703125, 0.6875, 0.6875, 0.671875, 0.703125, 0.71875, 0.703125, 0.71875, 0.734375]",0.6840277777777778,"[true, true, true, true, true, false, false, false, false, false, false, false, true, false, true, true, true, true]",0.5555555555555556,"[1.0, 1.0, null, 1.0, 1.0, 0.6666666666666667, 0.9714285714285714, 0.5277777777777778, 0.896551724137931, 0.9655172413793104, 0.9655172413793104, 0.9230769230769231, null, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0]",0.9300513662582628,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[7.735000000000014, 7.6720000000000255, 5.156000000000063, 4.875, 4.062000000000012, 5.282000000000039, 3.796000000000049, 5.062000000000012, 5.4529999999999745, 4.203999999999951, 3.9850000000000136, 4.0, 4.25, 4.125, 3.9220000000000255, 3.8599999999999, 3.875, 8.172000000000025]",4.97144444444445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-01_210216,7,"[0.609375, 0.5625, 0.5625, 0.671875, 0.640625, 0.671875, 0.640625]",0.6227678571428571,"[true, true, false, true, false, false, false]",0.42857142857142855,"[1.0, 1.0, 0.8333333333333334, 1.0, 0.5625, 0.975, 0.9782608695652174]",0.9070134575569357,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[3.187999999999988, 4.453999999999951, 4.406999999999925, 3.75, 3.687000000000012, 4.9529999999999745, 6.3279999999999745]",4.39528571428569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-06_204708,9,"[0.59375, 0.625, 0.625, 0.625, 0.640625, 0.671875, 0.671875, 0.671875, 0.703125]",0.6475694444444444,"[true, true, true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.890999999999963, 4.030999999999949, 3.905999999999949, 4.062000000000012, 4.0, 5.156000000000063, 8.890999999999963, 5.4529999999999745, 5.375]",5.084999999999986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_083055,8,"[0.625, 0.609375, 0.65625, 0.578125, 0.609375, 0.578125, 0.5625, 0.578125]",0.599609375,"[true, true, true, true, false, true, true, true]",0.875,"[1.0, 1.0, 1.0, 1.0, 0.9736842105263158, 1.0, 1.0, 1.0]",0.9967105263157895,"[null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[5.8279999999999745, 5.485000000000014, 7.328999999999951, 5.094000000000051, 5.281000000000063, 4.984000000000037, 4.312000000000012, 4.687999999999988]",5.375125000000011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_090013,7,"[0.609375, 0.609375, 0.578125, 0.625, 0.53125, 0.5625, 0.609375]",0.5892857142857143,"[true, false, true, false, false, true, false]",0.42857142857142855,"[1.0, 0.9375, 1.0, 0.9024390243902439, 0.9523809523809523, 1.0, 0.9189189189189189]",0.9587484136700164,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[4.75, 3.4689999999999372, 3.5, 3.828999999999951, 3.1409999999999627, 3.125, 3.0160000000000764]",3.547142857142847,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_090457,6,"[0.640625, 0.53125, 0.5625, 0.5625, 0.65625, 0.59375]",0.5911458333333334,"[false, true, false, true, true, true]",0.6666666666666666,"[0.8918918918918919, 1.0, 0.9743589743589743, 1.0, 1.0, 1.0]",0.9777084777084778,"[null, null, null, null, null, null]",,"[null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0]",0.0,"[3.75, 3.375, 3.437000000000012, 3.3430000000000746, 3.3590000000000373, 3.344000000000051]",3.4346666666666956,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_090950,7,"[0.5625, 0.5625, 0.53125, 0.546875, 0.515625, 0.546875, 0.515625]",0.5401785714285714,"[false, true, false, false, false, true, true]",0.42857142857142855,"[0.9545454545454546, 1.0, 0.6222222222222222, 0.9583333333333334, 0.6976744186046512, 1.0, 1.0]",0.8903964898150944,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[3.3439999999999372, 4.031999999999925, 4.014999999999986, 4.953999999999951, 4.25, 3.796999999999912, 3.812000000000012]",4.029142857142817,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_091513,7,"[0.46875, 0.5, 0.609375, 0.59375, 0.5625, 0.53125, 0.5625]",0.546875,"[false, false, true, false, false, false, false]",0.14285714285714285,"[0.8409090909090909, 0.9302325581395349, 1.0, 0.8157894736842105, 0.8421052631578947, 0.7555555555555555, 0.5849056603773585]",0.8242139431176635,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[6.312000000000012, 3.7659999999999627, 4.0470000000000255, 3.796999999999912, 3.9840000000000373, 3.469000000000051, 3.703000000000088]",4.154000000000012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-07_092310,7,"[0.640625, 0.671875, 0.6875, 0.734375, 0.71875, 0.734375, 0.71875]",0.7008928571428571,"[true, true, true, false, true, true, true]",0.8571428571428571,"[1.0, 1.0, 1.0, 0.9811320754716981, 1.0, 1.0, 1.0]",0.9973045822102425,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[3.530999999999949, 5.655999999999949, 4.312000000000012, 5.094000000000051, 5.4529999999999745, 3.8279999999999745, 5.733999999999924]",4.801142857142834,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-15_191133,5,"[0.625, 0.59375, 0.609375, 0.625, 0.640625]",0.61875,"[true, true, true, true, false]",0.8,"[1.0, 1.0, 1.0, 1.0, 0.9333333333333333]",0.9866666666666667,"[null, null, null, null, null]",,"[null, null, null, null, null]",,"[0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0]",0.0,"[4.4529999999999745, 6.265999999999963, 5.375, 4.453999999999951, 4.7970000000000255]",5.068999999999983,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-22_201515,4,"[0.609375, 0.625, 0.640625, 0.65625]",0.6328125,"[true, false, false, true]",0.5,"[1.0, 0.9512195121951219, 0.6818181818181819, 1.0]",0.9082594235033259,"[null, null, null, null]",,"[null, null, null, null]",,"[0, 0, 0, 0]",0.0,"[0, 0, 0, 0]",0.0,"[5.155999999999949, 6.781999999999925, 4.687000000000012, 5.342999999999961]",5.491999999999962,"[0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,none_global,1,none,false,data/generated_none_global/data.csv,test,2026-07-22_202602,8,"[0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.703125, 0.6875, 0.640625]",0.68359375,"[false, false, false, false, false, false, false, false]",0.0,"[0.8148148148148149, 0.9473684210526316, 0.9189189189189189, 0.9767441860465116, 0.9767441860465116, 0.95, 0.8709677419354839, 0.5]",0.8694447836018591,"[null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.671999999999912, 5.140999999999963, 4.7029999999999745, 4.9529999999999745, 4.312999999999988, 3.8900000000001, 4.218000000000075, 3.9689999999999372]",4.4823749999999905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,val,2026-07-09_205328,18,"[0.65625, 0.640625, 0.578125, 0.609375, 0.75, 0.6875, 0.6875, 0.703125, 0.6875, 0.671875, 0.546875, 0.65625, 0.6875, 0.609375, 0.65625, 0.65625, 0.625, 0.703125]",0.65625,"[true, false, true, true, true, true, true, true, false, true, false, true, true, false, true, true, true, true]",0.7777777777777778,"[1.0, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9666666666666667, 1.0, 0.6666666666666667, 1.0, 1.0, 0.9285714285714286, 1.0, 1.0, 1.0, 1.0]",0.9728835978835979,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.859000000000037, 4.515999999999963, 5.5, 5.890999999999963, 5.7660000000000196, 5.639999999999986, 5.9220000000000255, 13.968999999999994, 24.202999999999975, 10.829000000000008, 10.5, 6.2660000000000196, 5.204000000000008, 3.6399999999999864, 3.531000000000006, 4.343000000000018, 5.295999999999992, 3.9680000000000177]",7.213500000000001,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,val,2026-07-22_200019,17,"[0.75, 0.671875, 0.734375, 0.734375, 0.703125, 0.75, 0.75, 0.71875, 0.75, 0.71875, 0.71875, 0.6875, 0.6875, 0.6875, 0.6875, 0.671875, 0.71875]",0.7141544117647058,"[true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",0.9411764705882353,"[1.0, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9978991596638656,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[5.875, 4.5, 4.235000000000014, 4.921999999999969, 4.343999999999994, 8.547000000000025, 8.343999999999994, 5.390000000000043, 5.656000000000006, 4.625, 3.8589999999999804, 4.062999999999988, 4.4529999999999745, 4.562000000000012, 4.4529999999999745, 5.265000000000043, 6.2970000000000255]",5.258235294117649,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,val,2026-07-22_201154,11,"[0.65625, 0.625, 0.609375, 0.625, 0.640625, 0.625, 0.640625, 0.65625, 0.65625, 0.625, 0.625]",0.6349431818181818,"[true, false, true, false, true, false, true, true, true, false, true]",0.6363636363636364,"[1.0, 0.8611111111111112, 1.0, 0.975609756097561, 1.0, 0.975, 1.0, 1.0, 1.0, 0.925, 1.0]",0.9760655333826066,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.375, 4.25, 4.218999999999994, 3.781000000000006, 4.156999999999982, 3.8910000000000196, 3.7040000000000077, 4.281000000000063, 3.4529999999999745, 3.969000000000051, 3.594000000000051]",3.97036363636365,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,val,2026-07-22_203121,10,"[0.796875, 0.796875, 0.78125, 0.78125, 0.78125, 0.78125, 0.796875, 0.765625, 0.734375, 0.75]",0.7765625,"[true, true, true, true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, null, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[3.703000000000088, 3.7659999999999627, 3.905999999999949, 4.031000000000063, 3.9840000000000373, 3.9840000000000373, 4.5470000000000255, 7.4220000000000255, 5.640999999999963, 7.140999999999963]",4.8125000000000115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,val,2026-07-22_203700,18,"[0.796875, 0.8125, 0.8125, 0.828125, 0.84375, 0.828125, 0.828125, 0.796875, 0.796875, 0.796875, 0.796875, 0.796875, 0.78125, 0.765625, 0.765625, 0.78125, 0.78125, 0.765625]",0.7986111111111112,"[true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true]",0.9444444444444444,"[1.0, 1.0, null, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9615384615384616, null, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9975961538461539,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[5.108999999999924, 4.467999999999961, 4.905999999999949, 4.3900000000001, 4.25, 5.078000000000088, 5.0470000000000255, 4.2029999999999745, 4.0, 4.125, 4.110000000000014, 4.125, 3.812999999999988, 3.842999999999961, 3.842999999999961, 8.389999999999986, 6.0, 4.155999999999949]",4.65866666666666,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,test,2026-07-01_210216,7,"[0.734375, 0.734375, 0.671875, 0.75, 0.71875, 0.734375, 0.640625]",0.7120535714285714,"[true, true, false, true, true, true, true]",0.8571428571428571,"[1.0, 1.0, 0.9666666666666667, 1.0, 1.0, 1.0, 1.0]",0.9952380952380953,"[null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0]",0.0,"[3.546000000000049, 4.437999999999988, 5.203999999999951, 6.4529999999999745, 5.140999999999963, 4.25, 4.094000000000051]",4.732285714285711,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,test,2026-07-06_204708,9,"[0.765625, 0.765625, 0.71875, 0.734375, 0.75, 0.75, 0.734375, 0.765625, 0.8125]",0.7552083333333334,"[true, true, true, true, true, true, true, true, true]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[3.905999999999949, 4.156999999999925, 4.937000000000012, 9.828000000000088, 5.437999999999988, 5.6720000000000255, 5.796999999999912, 6.592999999999961, 5.781000000000063]",5.78988888888888,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
cnn,square_global,1,none,false,data/generated_square_global/data.csv,test,2026-07-07_083055,8,"[0.6875, 0.671875, 0.671875, 0.65625, 0.625, 0.671875, 0.578125, 0.546875]",0.638671875,"[true, true, true, true, false, true, true, true]",0.875,"[1.0, 1.0, 1.0, 1.0, 0.9473684210526316, 1.0, 1.0, 1.0]",0.993421052631579,"[null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null]",,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[4.8900000000001, 5.406000000000063, 4.75, 3.7970000000000255, 4.546999999999912, 4.8279999999999745, 3.7649999999999864, 3.687000000000012]",4.458750000000009,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,high
